bug_id,data_abertura,data_fechamento,severidade,status,sistema,sprint,responsavel,tempo_correcao,prioridade,prioridade_num,ambiente,tipo_bug,reincidente
1200,2024-07-26,2024-07-29,Alta,Aberto,Relatórios,Sprint 4,Juliana,84,Baixa,1,Homologação,Backend,Sim
1201,2025-05-12,2025-05-13,Média,Aberto,Mobile App,Sprint 10,Rafael,36,Baixa,1,Produção,Frontend,Não
1202,2025-06-05,2025-06-09,Baixa,Aberto,Pagamento,Sprint 5,Fernanda,119,Alta,3,Produção,Frontend,Sim
1203,2024-07-29,2024-07-31,Média,Fechado,Login,Sprint 8,Rafael,64,Média,2,Produção,Backend,Sim
1204,2025-05-27,2025-05-29,Baixa,Aberto,Mobile App,Sprint 7,João,63,Alta,3,Homologação,API,Não
1205,2025-07-06,2025-07-10,Média,Fechado,Login,Sprint 3,Juliana,104,Baixa,1,Produção,Frontend,Não
1206,2025-07-18,2025-07-19,Baixa,Aberto,Relatórios,Sprint 12,Fernanda,45,Média,2,Produção,Frontend,Sim
1207,2024-09-06,2024-09-08,Média,Aberto,Dashboard,Sprint 2,Ana,69,Baixa,1,Produção,Backend,Sim
1208,2025-02-24,2025-02-25,Média,Fechado,Dashboard,Sprint 8,Ana,29,Baixa,1,Produção,Backend,Não
1209,2025-03-01,2025-03-03,Crítica,Fechado,Relatórios,Sprint 7,Ana,60,Alta,3,Homologação,Frontend,Sim
1210,2025-02-27,2025-03-02,Alta,Fechado,Login,Sprint 10,Rafael,88,Alta,3,Homologação,Frontend,Sim
1211,2025-10-03,2025-10-06,Crítica,Fechado,API Clientes,Sprint 10,Juliana,93,Média,2,Homologação,Backend,Sim
1212,2025-10-14,2025-10-17,Crítica,Aberto,Relatórios,Sprint 6,Fernanda,78,Média,2,Produção,Backend,Sim
1213,2025-03-04,2025-03-08,Alta,Fechado,Dashboard,Sprint 10,Rafael,114,Baixa,1,Homologação,Backend,Sim
1214,2025-07-25,2025-07-25,Alta,Fechado,Pagamento,Sprint 6,Ana,15,Baixa,1,Produção,Frontend,Não
1215,2024-12-25,2024-12-27,Alta,Aberto,Login,Sprint 6,Juliana,48,Baixa,1,Produção,API,Não
1216,2024-05-16,2024-05-17,Alta,Aberto,Relatórios,Sprint 2,João,28,Média,2,Homologação,API,Sim
1217,2024-09-26,2024-09-28,Baixa,Fechado,Mobile App,Sprint 10,Rafael,68,Baixa,1,Produção,API,Não
1218,2024-06-08,2024-06-11,Alta,Fechado,Pagamento,Sprint 4,Carlos,88,Média,2,Homologação,Backend,Sim
1219,2025-06-12,2025-06-13,Baixa,Aberto,API Clientes,Sprint 3,Marcos,36,Média,2,Homologação,API,Não
1220,2025-02-07,2025-02-08,Baixa,Fechado,Login,Sprint 11,Rafael,31,Alta,3,Produção,Backend,Não
1221,2025-09-22,2025-09-22,Baixa,Aberto,Dashboard,Sprint 11,Carlos,17,Média,2,Produção,Backend,Sim
1222,2025-08-01,2025-08-05,Alta,Fechado,Dashboard,Sprint 6,João,107,Média,2,Produção,API,Não
1223,2025-03-07,2025-03-09,Baixa,Fechado,Dashboard,Sprint 12,João,64,Alta,3,Homologação,API,Sim
1224,2025-11-01,2025-11-05,Baixa,Aberto,Pagamento,Sprint 1,Rafael,108,Média,2,Produção,Frontend,Sim
1225,2024-06-12,2024-06-13,Crítica,Aberto,Pagamento,Sprint 2,Ana,42,Alta,3,Homologação,API,Sim
1226,2026-02-14,2026-02-19,Baixa,Fechado,Login,Sprint 2,Carlos,120,Alta,3,Homologação,Frontend,Não
1227,2025-06-27,2025-06-28,Crítica,Fechado,Mobile App,Sprint 3,Ana,43,Alta,3,Homologação,Frontend,Sim
1228,2024-10-08,2024-10-09,Crítica,Fechado,Mobile App,Sprint 2,Marcos,41,Baixa,1,Produção,API,Não
1229,2024-07-19,2024-07-22,Alta,Fechado,Mobile App,Sprint 8,Ana,85,Média,2,Produção,Backend,Não
1230,2026-01-02,2026-01-05,Alta,Aberto,Mobile App,Sprint 11,Juliana,92,Baixa,1,Produção,API,Sim
1231,2024-12-03,2024-12-03,Baixa,Aberto,Login,Sprint 11,Ana,10,Média,2,Homologação,Backend,Sim
1232,2025-09-12,2025-09-14,Alta,Aberto,Relatórios,Sprint 9,Marcos,63,Baixa,1,Homologação,Backend,Não
1233,2025-06-02,2025-06-05,Baixa,Aberto,Pagamento,Sprint 6,João,84,Baixa,1,Homologação,API,Sim
1234,2025-05-18,2025-05-22,Média,Aberto,Dashboard,Sprint 7,Ana,100,Média,2,Homologação,API,Sim
1235,2024-08-07,2024-08-07,Baixa,Aberto,Pagamento,Sprint 1,João,19,Média,2,Produção,Backend,Sim
1236,2025-01-12,2025-01-14,Crítica,Fechado,Dashboard,Sprint 2,Marcos,61,Alta,3,Produção,Backend,Não
1237,2024-05-25,2024-05-26,Crítica,Fechado,Relatórios,Sprint 6,Carlos,28,Baixa,1,Homologação,Backend,Não
1238,2026-03-18,2026-03-18,Crítica,Fechado,Pagamento,Sprint 5,Ana,13,Baixa,1,Homologação,Frontend,Não
1239,2025-06-05,2025-06-07,Crítica,Fechado,Login,Sprint 11,Carlos,68,Alta,3,Produção,Frontend,Sim
1240,2025-04-20,2025-04-20,Baixa,Fechado,Pagamento,Sprint 2,Marcos,15,Baixa,1,Produção,Backend,Sim
1241,2026-03-13,2026-03-17,Crítica,Fechado,API Clientes,Sprint 2,Ana,113,Alta,3,Homologação,Backend,Sim
1242,2026-04-28,2026-04-28,Alta,Fechado,Mobile App,Sprint 10,Fernanda,22,Baixa,1,Produção,Frontend,Sim
1243,2024-06-09,2024-06-11,Crítica,Fechado,Mobile App,Sprint 4,Ana,65,Alta,3,Homologação,API,Sim
1244,2026-01-01,2026-01-01,Alta,Fechado,Pagamento,Sprint 1,Juliana,22,Baixa,1,Homologação,Backend,Não
1245,2024-12-21,2024-12-21,Alta,Aberto,Pagamento,Sprint 11,Rafael,3,Baixa,1,Produção,API,Não
1246,2026-04-09,2026-04-11,Baixa,Fechado,Pagamento,Sprint 8,Carlos,61,Alta,3,Produção,Frontend,Não
1247,2025-07-26,2025-07-30,Média,Aberto,Login,Sprint 2,Fernanda,107,Baixa,1,Homologação,Backend,Não
1248,2024-11-20,2024-11-23,Alta,Fechado,Dashboard,Sprint 6,João,95,Média,2,Produção,Backend,Não
1249,2025-04-26,2025-04-29,Crítica,Aberto,Dashboard,Sprint 11,Marcos,91,Média,2,Produção,Frontend,Não
1250,2026-01-04,2026-01-08,Média,Fechado,API Clientes,Sprint 1,Ana,110,Baixa,1,Homologação,Backend,Sim
1251,2025-09-09,2025-09-13,Média,Fechado,Mobile App,Sprint 2,Fernanda,96,Baixa,1,Homologação,API,Sim
1252,2024-07-24,2024-07-25,Alta,Fechado,API Clientes,Sprint 10,João,34,Alta,3,Homologação,Backend,Sim
1253,2025-04-21,2025-04-21,Alta,Aberto,API Clientes,Sprint 8,Marcos,6,Alta,3,Homologação,Backend,Sim
1254,2024-07-31,2024-07-31,Média,Fechado,Mobile App,Sprint 3,Marcos,2,Média,2,Homologação,API,Sim
1255,2024-12-03,2024-12-04,Alta,Aberto,Dashboard,Sprint 1,João,39,Média,2,Produção,Frontend,Não
1256,2025-04-12,2025-04-16,Baixa,Aberto,API Clientes,Sprint 5,Carlos,106,Alta,3,Homologação,Backend,Sim
1257,2026-03-27,2026-03-27,Média,Fechado,Dashboard,Sprint 9,Juliana,7,Média,2,Produção,Frontend,Não
1258,2026-01-24,2026-01-24,Média,Fechado,Relatórios,Sprint 2,Fernanda,19,Alta,3,Produção,Frontend,Não
1259,2026-03-28,2026-04-02,Média,Fechado,API Clientes,Sprint 7,Carlos,120,Média,2,Homologação,Backend,Não
1260,2026-02-21,2026-02-21,Crítica,Fechado,Relatórios,Sprint 3,Juliana,23,Alta,3,Produção,Backend,Sim
1261,2025-07-19,2025-07-21,Média,Fechado,Dashboard,Sprint 2,Fernanda,54,Alta,3,Homologação,API,Sim
1262,2025-04-15,2025-04-17,Baixa,Aberto,Relatórios,Sprint 8,Juliana,49,Média,2,Homologação,API,Não
1263,2026-04-23,2026-04-25,Crítica,Fechado,API Clientes,Sprint 7,João,60,Média,2,Produção,API,Sim
1264,2024-08-26,2024-08-30,Baixa,Aberto,Relatórios,Sprint 5,Rafael,99,Média,2,Produção,API,Não
1265,2025-02-14,2025-02-14,Alta,Aberto,API Clientes,Sprint 3,João,17,Alta,3,Produção,Backend,Não
1266,2025-01-20,2025-01-24,Baixa,Aberto,Dashboard,Sprint 11,Carlos,108,Baixa,1,Homologação,API,Sim
1267,2026-01-14,2026-01-18,Crítica,Fechado,Login,Sprint 2,Juliana,106,Média,2,Produção,API,Sim
1268,2026-01-05,2026-01-07,Crítica,Aberto,Pagamento,Sprint 11,Juliana,67,Baixa,1,Produção,Backend,Não
1269,2024-09-12,2024-09-15,Crítica,Aberto,Login,Sprint 2,Carlos,93,Baixa,1,Produção,API,Sim
1270,2026-03-14,2026-03-16,Média,Aberto,Login,Sprint 8,Carlos,67,Baixa,1,Homologação,Backend,Sim
1271,2025-08-30,2025-09-03,Alta,Fechado,API Clientes,Sprint 3,Rafael,119,Baixa,1,Produção,API,Não
1272,2026-04-04,2026-04-08,Crítica,Aberto,API Clientes,Sprint 3,Juliana,106,Alta,3,Produção,Frontend,Sim
1273,2025-03-18,2025-03-22,Média,Aberto,Relatórios,Sprint 12,Juliana,105,Alta,3,Produção,Backend,Não
1274,2024-09-27,2024-09-28,Baixa,Fechado,Dashboard,Sprint 11,Fernanda,38,Média,2,Homologação,Backend,Sim
1275,2024-10-14,2024-10-16,Crítica,Aberto,Login,Sprint 5,João,60,Média,2,Produção,API,Não
1276,2024-07-01,2024-07-01,Alta,Aberto,Mobile App,Sprint 11,Juliana,2,Alta,3,Homologação,Frontend,Não
1277,2026-03-10,2026-03-10,Crítica,Fechado,Login,Sprint 3,Fernanda,18,Média,2,Produção,Backend,Não
1278,2026-01-20,2026-01-22,Média,Aberto,Dashboard,Sprint 11,Juliana,66,Baixa,1,Homologação,Backend,Sim
1279,2025-07-24,2025-07-25,Alta,Fechado,Login,Sprint 11,João,36,Alta,3,Homologação,Backend,Sim
1280,2026-04-13,2026-04-16,Alta,Aberto,Mobile App,Sprint 6,Marcos,74,Alta,3,Homologação,API,Não
1281,2025-06-19,2025-06-19,Baixa,Aberto,Pagamento,Sprint 2,Juliana,9,Baixa,1,Produção,Backend,Não
1282,2024-06-06,2024-06-07,Média,Aberto,Pagamento,Sprint 12,João,42,Baixa,1,Homologação,Frontend,Sim
1283,2025-08-10,2025-08-13,Baixa,Aberto,Mobile App,Sprint 2,João,79,Média,2,Homologação,API,Sim
1284,2024-06-09,2024-06-13,Alta,Aberto,Mobile App,Sprint 8,João,119,Baixa,1,Produção,API,Sim
1285,2024-08-31,2024-09-01,Crítica,Fechado,Mobile App,Sprint 5,Ana,26,Média,2,Produção,API,Sim
1286,2024-10-12,2024-10-14,Média,Aberto,Relatórios,Sprint 1,Juliana,56,Alta,3,Produção,Frontend,Sim
1287,2024-06-05,2024-06-09,Baixa,Fechado,API Clientes,Sprint 10,Marcos,104,Baixa,1,Produção,Backend,Sim
1288,2024-12-15,2024-12-18,Crítica,Aberto,Pagamento,Sprint 10,Rafael,88,Alta,3,Homologação,API,Não
1289,2025-04-23,2025-04-24,Média,Aberto,API Clientes,Sprint 7,Juliana,46,Alta,3,Homologação,Frontend,Sim
1290,2025-01-25,2025-01-25,Alta,Aberto,Login,Sprint 8,Ana,17,Alta,3,Produção,API,Não
1291,2025-01-08,2025-01-08,Alta,Fechado,API Clientes,Sprint 12,Fernanda,3,Baixa,1,Produção,Frontend,Não
1292,2025-05-07,2025-05-07,Média,Fechado,API Clientes,Sprint 10,Carlos,10,Alta,3,Produção,API,Não
1293,2024-07-27,2024-08-01,Baixa,Aberto,Dashboard,Sprint 7,Fernanda,120,Média,2,Produção,Backend,Sim
1294,2024-08-18,2024-08-18,Alta,Aberto,Pagamento,Sprint 8,Carlos,18,Baixa,1,Produção,Backend,Sim
1295,2025-09-19,2025-09-21,Baixa,Fechado,Pagamento,Sprint 5,Juliana,54,Alta,3,Produção,Frontend,Sim
1296,2025-06-10,2025-06-12,Média,Fechado,API Clientes,Sprint 8,Fernanda,64,Alta,3,Produção,Frontend,Sim
1297,2025-11-02,2025-11-02,Crítica,Aberto,Relatórios,Sprint 8,Carlos,4,Baixa,1,Homologação,Backend,Sim
1298,2025-10-13,2025-10-15,Crítica,Aberto,Login,Sprint 8,Carlos,56,Alta,3,Homologação,Backend,Sim
1299,2026-03-03,2026-03-04,Baixa,Aberto,Pagamento,Sprint 2,Marcos,44,Média,2,Produção,Frontend,Não
1300,2024-07-01,2024-07-05,Baixa,Aberto,Mobile App,Sprint 4,Rafael,96,Alta,3,Produção,Frontend,Sim
1301,2024-05-22,2024-05-22,Média,Fechado,Login,Sprint 6,Fernanda,17,Média,2,Produção,Backend,Sim
1302,2024-09-03,2024-09-06,Crítica,Aberto,Mobile App,Sprint 2,Carlos,78,Média,2,Homologação,API,Sim
1303,2024-08-09,2024-08-11,Alta,Aberto,API Clientes,Sprint 12,Fernanda,64,Alta,3,Homologação,API,Não
1304,2025-11-13,2025-11-17,Média,Fechado,Dashboard,Sprint 12,Marcos,112,Alta,3,Produção,Frontend,Não
1305,2025-12-11,2025-12-15,Crítica,Fechado,Login,Sprint 4,Ana,116,Média,2,Produção,Backend,Sim
1306,2026-02-18,2026-02-18,Média,Aberto,Pagamento,Sprint 12,João,16,Média,2,Homologação,Frontend,Sim
1307,2026-04-07,2026-04-09,Alta,Fechado,Relatórios,Sprint 7,Fernanda,64,Baixa,1,Produção,Frontend,Não
1308,2026-03-04,2026-03-08,Crítica,Fechado,Login,Sprint 7,João,110,Alta,3,Homologação,Frontend,Sim
1309,2025-11-05,2025-11-06,Média,Fechado,Relatórios,Sprint 1,Juliana,27,Média,2,Homologação,Frontend,Não
1310,2025-10-09,2025-10-14,Alta,Fechado,Relatórios,Sprint 4,Rafael,120,Baixa,1,Produção,Backend,Não
1311,2026-03-17,2026-03-21,Baixa,Aberto,Relatórios,Sprint 7,Juliana,111,Média,2,Homologação,API,Não
1312,2025-04-20,2025-04-22,Alta,Aberto,API Clientes,Sprint 8,Juliana,55,Alta,3,Produção,Frontend,Sim
1313,2026-02-11,2026-02-12,Alta,Aberto,Pagamento,Sprint 9,Fernanda,36,Alta,3,Homologação,API,Não
1314,2024-11-30,2024-11-30,Alta,Fechado,Dashboard,Sprint 11,Fernanda,5,Alta,3,Produção,Frontend,Não
1315,2026-03-04,2026-03-07,Alta,Fechado,Pagamento,Sprint 8,João,73,Alta,3,Produção,Backend,Sim
1316,2024-11-14,2024-11-16,Alta,Fechado,Mobile App,Sprint 9,Ana,60,Baixa,1,Homologação,Frontend,Sim
1317,2025-03-25,2025-03-26,Alta,Aberto,API Clientes,Sprint 3,Fernanda,36,Alta,3,Homologação,Backend,Não
1318,2025-06-20,2025-06-20,Média,Aberto,Relatórios,Sprint 11,Carlos,17,Baixa,1,Produção,Frontend,Sim
1319,2024-05-29,2024-05-30,Crítica,Fechado,Login,Sprint 9,Juliana,24,Alta,3,Produção,Frontend,Não
1320,2024-10-11,2024-10-12,Alta,Aberto,Relatórios,Sprint 4,Fernanda,33,Baixa,1,Produção,Frontend,Não
1321,2026-04-22,2026-04-22,Baixa,Aberto,Pagamento,Sprint 6,Marcos,15,Alta,3,Homologação,API,Não
1322,2025-09-23,2025-09-23,Crítica,Fechado,Pagamento,Sprint 1,Fernanda,10,Alta,3,Homologação,Backend,Não
1323,2024-08-19,2024-08-23,Alta,Fechado,Dashboard,Sprint 10,Carlos,115,Alta,3,Produção,Backend,Sim
1324,2024-06-22,2024-06-23,Baixa,Aberto,Relatórios,Sprint 4,Rafael,38,Baixa,1,Homologação,API,Não
1325,2024-11-27,2024-11-28,Baixa,Aberto,API Clientes,Sprint 11,Carlos,28,Média,2,Produção,Frontend,Não
1326,2024-11-13,2024-11-15,Baixa,Aberto,Relatórios,Sprint 8,Juliana,69,Alta,3,Homologação,Backend,Não
1327,2024-10-21,2024-10-22,Alta,Aberto,Dashboard,Sprint 4,Rafael,25,Alta,3,Homologação,Frontend,Não
1328,2024-08-11,2024-08-12,Baixa,Aberto,API Clientes,Sprint 12,João,41,Alta,3,Homologação,Frontend,Não
1329,2026-02-24,2026-02-27,Baixa,Fechado,Mobile App,Sprint 8,Marcos,72,Alta,3,Produção,Backend,Não
1330,2025-07-22,2025-07-23,Média,Aberto,API Clientes,Sprint 11,Marcos,30,Alta,3,Produção,API,Não
1331,2025-12-23,2025-12-27,Alta,Fechado,Login,Sprint 2,João,102,Média,2,Homologação,API,Sim
1332,2025-04-05,2025-04-08,Média,Aberto,API Clientes,Sprint 1,Ana,74,Média,2,Produção,Backend,Não
1333,2026-01-02,2026-01-06,Crítica,Aberto,Pagamento,Sprint 1,Rafael,98,Alta,3,Homologação,Frontend,Sim
1334,2024-12-04,2024-12-04,Crítica,Fechado,Dashboard,Sprint 3,João,10,Baixa,1,Produção,API,Não
1335,2024-07-14,2024-07-14,Alta,Aberto,Mobile App,Sprint 1,Carlos,16,Média,2,Homologação,Backend,Não
1336,2025-05-24,2025-05-27,Crítica,Fechado,API Clientes,Sprint 12,Ana,81,Média,2,Produção,API,Sim
1337,2025-09-27,2025-09-27,Alta,Fechado,API Clientes,Sprint 6,João,20,Baixa,1,Produção,API,Não
1338,2025-07-05,2025-07-09,Média,Fechado,API Clientes,Sprint 6,Carlos,99,Baixa,1,Homologação,Backend,Não
1339,2025-05-05,2025-05-07,Média,Aberto,Login,Sprint 12,Juliana,50,Média,2,Produção,Backend,Não
1340,2025-01-16,2025-01-19,Alta,Aberto,Dashboard,Sprint 5,Ana,74,Alta,3,Produção,Backend,Não
1341,2024-08-30,2024-09-01,Média,Aberto,Dashboard,Sprint 5,Marcos,63,Média,2,Produção,Frontend,Não
1342,2025-05-16,2025-05-16,Média,Aberto,Login,Sprint 10,Carlos,19,Baixa,1,Produção,Frontend,Não
1343,2025-11-16,2025-11-20,Alta,Aberto,Dashboard,Sprint 10,João,107,Baixa,1,Homologação,API,Sim
1344,2026-04-05,2026-04-09,Alta,Aberto,Mobile App,Sprint 12,Rafael,107,Média,2,Produção,Backend,Não
1345,2025-08-14,2025-08-16,Baixa,Aberto,Dashboard,Sprint 12,Juliana,64,Média,2,Produção,Backend,Sim
1346,2025-07-09,2025-07-13,Baixa,Fechado,Pagamento,Sprint 9,Fernanda,96,Baixa,1,Homologação,Backend,Sim
1347,2024-09-28,2024-10-01,Alta,Aberto,API Clientes,Sprint 2,Juliana,91,Alta,3,Homologação,Frontend,Sim
1348,2025-01-05,2025-01-08,Baixa,Aberto,Pagamento,Sprint 10,João,82,Alta,3,Produção,API,Sim
1349,2025-09-09,2025-09-10,Média,Fechado,Pagamento,Sprint 12,João,34,Média,2,Homologação,Frontend,Sim
1350,2024-09-01,2024-09-04,Média,Aberto,API Clientes,Sprint 2,João,82,Baixa,1,Produção,API,Sim
1351,2025-03-28,2025-03-28,Alta,Fechado,Mobile App,Sprint 10,Ana,5,Média,2,Homologação,Backend,Sim
1352,2024-09-16,2024-09-20,Média,Fechado,Mobile App,Sprint 8,João,113,Média,2,Homologação,API,Não
1353,2025-01-02,2025-01-04,Alta,Aberto,Pagamento,Sprint 2,Rafael,70,Média,2,Homologação,Backend,Não
1354,2025-01-30,2025-01-31,Crítica,Aberto,Pagamento,Sprint 8,Fernanda,42,Baixa,1,Produção,Backend,Não
1355,2024-08-29,2024-09-01,Crítica,Fechado,Relatórios,Sprint 7,Juliana,91,Baixa,1,Produção,Frontend,Não
1356,2026-04-22,2026-04-23,Média,Fechado,Login,Sprint 9,Rafael,35,Alta,3,Homologação,Backend,Não
1357,2025-12-05,2025-12-07,Crítica,Fechado,API Clientes,Sprint 5,Carlos,53,Média,2,Homologação,Backend,Sim
1358,2025-08-12,2025-08-13,Baixa,Fechado,API Clientes,Sprint 7,Ana,44,Alta,3,Produção,API,Sim
1359,2025-04-15,2025-04-19,Baixa,Fechado,Pagamento,Sprint 10,Marcos,100,Alta,3,Produção,API,Sim
1360,2024-12-13,2024-12-17,Baixa,Fechado,Dashboard,Sprint 9,Carlos,103,Média,2,Produção,API,Sim
1361,2025-04-18,2025-04-19,Média,Aberto,Relatórios,Sprint 7,Rafael,47,Alta,3,Produção,Backend,Sim
1362,2025-02-08,2025-02-12,Alta,Fechado,Pagamento,Sprint 9,Juliana,117,Média,2,Produção,Frontend,Sim
1363,2025-04-27,2025-05-01,Baixa,Fechado,API Clientes,Sprint 1,Ana,109,Baixa,1,Homologação,Backend,Sim
1364,2025-07-22,2025-07-23,Média,Aberto,Dashboard,Sprint 12,Carlos,30,Alta,3,Homologação,API,Não
1365,2024-06-26,2024-06-26,Alta,Aberto,Login,Sprint 2,Marcos,17,Alta,3,Homologação,Frontend,Sim
1366,2024-09-27,2024-10-01,Média,Aberto,Mobile App,Sprint 10,Rafael,96,Alta,3,Homologação,Frontend,Não
1367,2026-05-05,2026-05-09,Crítica,Aberto,Dashboard,Sprint 5,João,101,Média,2,Produção,Frontend,Não
1368,2026-05-05,2026-05-08,Crítica,Fechado,Dashboard,Sprint 7,Carlos,84,Alta,3,Produção,Backend,Não
1369,2024-08-17,2024-08-19,Média,Fechado,Login,Sprint 8,Juliana,62,Média,2,Homologação,Backend,Sim
1370,2025-07-04,2025-07-06,Baixa,Fechado,Pagamento,Sprint 8,Fernanda,58,Baixa,1,Homologação,API,Sim
1371,2025-04-05,2025-04-08,Alta,Aberto,Mobile App,Sprint 2,Carlos,83,Média,2,Produção,Frontend,Não
1372,2024-08-11,2024-08-14,Baixa,Aberto,API Clientes,Sprint 10,Rafael,76,Baixa,1,Homologação,API,Sim
1373,2025-08-01,2025-08-01,Alta,Fechado,Dashboard,Sprint 12,Fernanda,8,Média,2,Produção,Frontend,Não
1374,2024-06-06,2024-06-09,Crítica,Aberto,Dashboard,Sprint 12,Ana,89,Alta,3,Homologação,API,Não
1375,2024-09-14,2024-09-15,Média,Fechado,API Clientes,Sprint 12,João,41,Alta,3,Produção,Frontend,Não
1376,2025-10-01,2025-10-04,Crítica,Aberto,Login,Sprint 3,Marcos,90,Baixa,1,Produção,Frontend,Sim
1377,2025-12-18,2025-12-20,Baixa,Fechado,API Clientes,Sprint 3,Juliana,57,Baixa,1,Homologação,Frontend,Não
1378,2024-07-16,2024-07-18,Alta,Aberto,API Clientes,Sprint 5,Juliana,52,Baixa,1,Homologação,API,Não
1379,2026-03-10,2026-03-13,Média,Aberto,Dashboard,Sprint 9,Juliana,79,Média,2,Produção,API,Não
1380,2025-01-28,2025-01-30,Alta,Fechado,API Clientes,Sprint 4,Fernanda,67,Alta,3,Produção,Frontend,Não
1381,2024-07-27,2024-07-27,Crítica,Aberto,Pagamento,Sprint 8,Carlos,2,Média,2,Produção,Backend,Sim
1382,2024-07-30,2024-07-31,Baixa,Fechado,Dashboard,Sprint 2,Carlos,26,Alta,3,Homologação,API,Sim
1383,2025-02-04,2025-02-04,Média,Fechado,Mobile App,Sprint 1,Ana,9,Média,2,Homologação,Backend,Não
1384,2024-05-13,2024-05-16,Alta,Fechado,Relatórios,Sprint 7,Fernanda,75,Alta,3,Produção,Frontend,Sim
1385,2024-06-29,2024-06-29,Média,Fechado,Pagamento,Sprint 5,Marcos,14,Alta,3,Produção,Frontend,Não
1386,2025-08-29,2025-08-30,Alta,Fechado,Pagamento,Sprint 3,Carlos,43,Alta,3,Produção,Frontend,Sim
1387,2025-11-06,2025-11-10,Média,Aberto,Pagamento,Sprint 8,Rafael,119,Alta,3,Produção,Backend,Sim
1388,2025-04-24,2025-04-28,Média,Fechado,API Clientes,Sprint 11,João,115,Baixa,1,Homologação,Backend,Sim
1389,2024-10-17,2024-10-18,Crítica,Fechado,API Clientes,Sprint 12,João,31,Alta,3,Homologação,Backend,Não
1390,2024-08-24,2024-08-26,Média,Aberto,Mobile App,Sprint 5,Juliana,68,Baixa,1,Produção,Backend,Não
1391,2026-05-07,2026-05-09,Alta,Aberto,Relatórios,Sprint 7,Juliana,63,Alta,3,Homologação,Frontend,Sim
1392,2026-04-30,2026-05-04,Crítica,Fechado,Mobile App,Sprint 7,Ana,111,Média,2,Produção,Backend,Não
1393,2026-03-15,2026-03-15,Baixa,Aberto,API Clientes,Sprint 6,Marcos,23,Alta,3,Produção,Frontend,Não
1394,2025-09-12,2025-09-13,Alta,Fechado,Relatórios,Sprint 1,Marcos,43,Baixa,1,Homologação,Frontend,Não
1395,2024-08-02,2024-08-05,Crítica,Aberto,Mobile App,Sprint 12,Fernanda,83,Média,2,Homologação,API,Sim
1396,2024-11-18,2024-11-21,Crítica,Fechado,API Clientes,Sprint 3,João,74,Baixa,1,Produção,Frontend,Não
1397,2024-08-09,2024-08-09,Média,Aberto,Pagamento,Sprint 2,João,4,Alta,3,Produção,Frontend,Não
1398,2025-08-23,2025-08-26,Baixa,Fechado,Login,Sprint 9,Fernanda,82,Alta,3,Produção,API,Sim
1399,2024-08-20,2024-08-21,Alta,Aberto,Relatórios,Sprint 12,Fernanda,43,Alta,3,Produção,API,Não
1400,2024-10-06,2024-10-08,Baixa,Aberto,Pagamento,Sprint 9,Ana,54,Alta,3,Homologação,Frontend,Sim
1401,2026-01-10,2026-01-12,Alta,Aberto,Mobile App,Sprint 9,João,57,Baixa,1,Produção,API,Sim
1402,2024-09-12,2024-09-13,Alta,Aberto,Dashboard,Sprint 8,Marcos,40,Média,2,Produção,API,Não
1403,2025-11-16,2025-11-16,Baixa,Aberto,Mobile App,Sprint 2,Ana,12,Baixa,1,Homologação,API,Sim
1404,2025-06-18,2025-06-22,Baixa,Aberto,Mobile App,Sprint 6,João,99,Baixa,1,Produção,API,Sim
1405,2025-03-01,2025-03-02,Média,Aberto,Dashboard,Sprint 1,João,40,Alta,3,Homologação,Frontend,Não
1406,2025-04-29,2025-04-29,Alta,Fechado,Pagamento,Sprint 4,Fernanda,18,Alta,3,Produção,Frontend,Não
1407,2024-12-08,2024-12-09,Crítica,Fechado,Login,Sprint 8,Fernanda,34,Alta,3,Homologação,Backend,Não
1408,2024-07-20,2024-07-24,Média,Aberto,Relatórios,Sprint 7,Ana,107,Alta,3,Produção,API,Não
1409,2024-09-26,2024-09-27,Alta,Aberto,Dashboard,Sprint 12,Marcos,45,Alta,3,Homologação,Frontend,Sim
1410,2025-06-25,2025-06-26,Crítica,Fechado,Login,Sprint 2,Marcos,34,Baixa,1,Produção,Backend,Sim
1411,2025-02-20,2025-02-22,Alta,Fechado,Relatórios,Sprint 7,Juliana,60,Alta,3,Produção,Backend,Sim
1412,2025-04-12,2025-04-15,Baixa,Aberto,API Clientes,Sprint 8,Fernanda,81,Média,2,Homologação,API,Sim
1413,2025-10-17,2025-10-18,Alta,Aberto,API Clientes,Sprint 9,Ana,24,Média,2,Produção,Backend,Não
1414,2025-01-16,2025-01-19,Crítica,Fechado,API Clientes,Sprint 4,Fernanda,76,Alta,3,Homologação,API,Não
1415,2024-10-15,2024-10-17,Crítica,Fechado,Login,Sprint 4,Rafael,62,Alta,3,Produção,Backend,Não
1416,2025-11-01,2025-11-05,Crítica,Aberto,Pagamento,Sprint 9,Ana,100,Média,2,Homologação,API,Sim
1417,2025-10-13,2025-10-16,Média,Fechado,Login,Sprint 2,Fernanda,73,Baixa,1,Produção,Backend,Não
1418,2025-08-05,2025-08-07,Crítica,Aberto,Mobile App,Sprint 3,Ana,51,Baixa,1,Produção,Backend,Não
1419,2025-06-02,2025-06-02,Média,Aberto,API Clientes,Sprint 2,Juliana,11,Baixa,1,Produção,Frontend,Não
1420,2024-09-24,2024-09-24,Média,Fechado,Login,Sprint 8,Marcos,1,Média,2,Homologação,API,Sim
